harvest_id,farmer_id,crop_id,warehouse_id,harvest_date,quantity_kg,price_per_kg,total_amount_thb,quality_grade,inspector_note
HRV-000226,FRM-0121,CRP-002,WH-013,2025-10-17,13452.23,10.9,146629.31,B,ผ่านการตรวจสอบ
HRV-000227,FRM-0255,CRP-015,WH-006,2021-08-20,2884.4,8.42,24286.65,B,ต้องตรวจซ้ำ
HRV-000228,FRM-0200,CRP-013,WH-005,2022-06-07,1325.37,6.23,8257.06,B,คุณภาพดี
HRV-000229,FRM-0131,CRP-014,WH-002,2025-11-16,2760.66,101.98,281532.11,A,คุณภาพปานกลาง
HRV-000230,FRM-0217,CRP-008,WH-012,2022-05-26,7508.38,54.52,409356.88,A,ผ่านการตรวจสอบ
HRV-000231,FRM-0011,CRP-011,WH-001,2025-05-27,5967.71,79.95,477118.41,C,ต้องตรวจซ้ำ
HRV-000232,FRM-0123,CRP-005,WH-015,2025-05-10,19529.52,3.55,69329.8,C,ผ่านการตรวจสอบ
HRV-000233,FRM-0274,CRP-014,WH-015,2022-02-13,237.76,117.64,27970.09,A,ผ่านการตรวจสอบ
HRV-000234,FRM-0047,CRP-015,WH-008,2022-09-07,17258.63,6.48,111835.92,C,ผ่านการตรวจสอบ
HRV-000235,FRM-0209,CRP-013,WH-008,2021-05-28,824.74,10.46,8626.78,B,ต้องตรวจซ้ำ
HRV-000236,FRM-0212,CRP-015,WH-005,2023-10-27,2457.71,6.48,15925.96,B,ผ่านการตรวจสอบ
HRV-000237,FRM-0181,CRP-007,WH-012,2025-12-27,2783.87,4.98,13863.67,A,ผ่านการตรวจสอบ
HRV-000238,FRM-0095,CRP-011,WH-006,2024-06-01,3325.16,71.41,237449.68,B,ผ่านการตรวจสอบ
HRV-000239,FRM-0057,CRP-003,WH-006,2022-11-28,12083.31,17.28,208799.6,B,คุณภาพดี
HRV-000240,FRM-0069,CRP-005,WH-002,2022-06-27,10499.83,2.92,30659.5,B,ผ่านการตรวจสอบ
HRV-000241,FRM-0094,CRP-007,WH-009,2024-10-08,201.6,4.07,820.51,C,คุณภาพปานกลาง
HRV-000242,FRM-0118,CRP-015,WH-001,2021-10-07,5604.77,8.56,47976.83,B,คุณภาพปานกลาง
HRV-000243,FRM-0220,CRP-010,WH-010,2023-05-03,7672.66,100.41,770411.79,A,ผ่านการตรวจสอบ
HRV-000244,FRM-0270,CRP-007,WH-004,2024-11-16,680.71,6.14,4179.56,A,ผ่านการตรวจสอบ
HRV-000245,FRM-0254,CRP-007,WH-014,2022-07-28,1112.37,4.65,5172.52,A,ต้องตรวจซ้ำ
HRV-000246,FRM-0097,CRP-007,WH-005,2022-07-26,815.12,4.87,3969.63,A,คุณภาพปานกลาง
HRV-000247,FRM-0231,CRP-015,WH-001,2022-09-19,13843.21,7.37,102024.46,B,ผ่านการตรวจสอบ
HRV-000248,FRM-0166,CRP-012,WH-010,2024-12-23,20407.78,1.21,24693.41,A,ผ่านการตรวจสอบ
HRV-000249,FRM-0049,CRP-009,WH-006,2021-07-11,7462.3,31.77,237077.27,B,ต้องตรวจซ้ำ
HRV-000250,FRM-0024,CRP-001,WH-011,2023-05-20,7928.28,12.89,102195.53,A,ผ่านการตรวจสอบ
HRV-000251,FRM-0287,CRP-001,WH-006,2025-02-09,3812.4,10.46,39877.7,B,ผ่านการตรวจสอบ
HRV-000252,FRM-0046,CRP-006,WH-003,2025-07-05,1375.99,59.4,81733.81,B,ผ่านการตรวจสอบ
HRV-000253,FRM-0185,CRP-015,WH-005,2024-09-09,12452.17,8.28,103103.97,B,ผ่านการตรวจสอบ
HRV-000254,FRM-0224,CRP-015,WH-003,2022-09-24,19894.02,8.29,164921.43,B,ต้องตรวจซ้ำ
HRV-000255,FRM-0226,CRP-001,WH-005,2022-02-02,4982.28,8.18,40755.05,A,ต้องตรวจซ้ำ
HRV-000256,FRM-0240,CRP-007,WH-009,2021-08-02,2263.45,6.97,15776.25,B,คุณภาพดี
HRV-000257,FRM-0253,CRP-002,WH-003,2022-10-12,2324.77,12.34,28687.66,A,ต้องตรวจซ้ำ
HRV-000258,FRM-0261,CRP-014,WH-013,2023-12-19,4990.42,60.25,300672.8,B,ผ่านการตรวจสอบ
HRV-000259,FRM-0214,CRP-015,WH-006,2021-08-25,10213.16,6.28,64138.64,A,ผ่านการตรวจสอบ
HRV-000260,FRM-0063,CRP-007,WH-002,2023-10-04,4201.19,4.46,18737.31,B,ต้องตรวจซ้ำ
HRV-000261,FRM-0246,CRP-008,WH-011,2023-06-22,245.28,78.79,19325.61,B,คุณภาพดี
HRV-000262,FRM-0167,CRP-012,WH-005,2025-12-07,43437.38,1.4,60812.33,A,ผ่านการตรวจสอบ
HRV-000263,FRM-0037,CRP-009,WH-013,2025-08-03,3311.1,24.45,80956.39,B,ผ่านการตรวจสอบ
HRV-000264,FRM-0011,CRP-014,WH-013,2022-12-13,3941.56,77.1,303894.28,C,ผ่านการตรวจสอบ
HRV-000265,FRM-0062,CRP-005,WH-011,2024-05-24,24384.24,2.97,72421.19,B,ผ่านการตรวจสอบ
HRV-000266,FRM-0184,CRP-011,WH-007,2021-07-17,1759.0,62.27,109532.93,B,ผ่านการตรวจสอบ
HRV-000267,FRM-0289,CRP-010,WH-003,2024-04-25,3495.78,124.19,434140.92,B,ต้องตรวจซ้ำ
HRV-000268,FRM-0219,CRP-002,WH-012,2021-12-15,13690.58,11.24,153882.12,A,คุณภาพดี
HRV-000269,FRM-0270,CRP-011,WH-013,2025-05-10,3852.11,43.96,169338.76,B,ผ่านการตรวจสอบ
HRV-000270,FRM-0077,CRP-003,WH-009,2023-11-17,8840.77,18.55,163996.28,A,ผ่านการตรวจสอบ
HRV-000271,FRM-0263,CRP-002,WH-010,2025-01-14,2342.45,11.3,26469.69,A,ผ่านการตรวจสอบ
HRV-000272,FRM-0131,CRP-010,WH-013,2021-04-04,5976.03,135.55,810050.87,A,คุณภาพดี
HRV-000273,FRM-0024,CRP-002,WH-011,2024-12-11,11950.56,10.27,122732.25,B,คุณภาพปานกลาง
HRV-000274,FRM-0136,CRP-006,WH-005,2022-04-06,483.28,79.47,38406.26,C,ผ่านการตรวจสอบ
HRV-000275,FRM-0223,CRP-009,WH-008,2021-07-13,1110.09,24.29,26964.09,B,ต้องตรวจซ้ำ
HRV-000276,FRM-0208,CRP-014,WH-006,2025-02-10,3168.8,118.44,375312.67,C,ต้องตรวจซ้ำ
HRV-000277,FRM-0203,CRP-013,WH-014,2023-03-05,1253.89,6.34,7949.66,A,ต้องตรวจซ้ำ
HRV-000278,FRM-0097,CRP-014,WH-007,2021-12-16,3313.39,98.98,327959.34,C,คุณภาพปานกลาง
HRV-000279,FRM-0098,CRP-002,WH-003,2023-01-05,9742.79,8.11,79014.03,A,ต้องตรวจซ้ำ
HRV-000280,FRM-0228,CRP-008,WH-005,2024-04-28,3706.23,49.71,184236.69,B,คุณภาพดี
HRV-000281,FRM-0027,CRP-006,WH-007,2021-02-21,4253.38,62.95,267750.27,B,ต้องตรวจซ้ำ
HRV-000282,FRM-0297,CRP-010,WH-010,2025-06-02,4002.47,138.33,553661.68,C,คุณภาพปานกลาง
HRV-000283,FRM-0250,CRP-004,WH-002,2021-07-01,8729.09,8.26,72102.28,A,ต้องตรวจซ้ำ
HRV-000284,FRM-0214,CRP-015,WH-008,2024-07-16,12642.59,7.94,100382.16,C,คุณภาพดี
HRV-000285,FRM-0011,CRP-003,WH-004,2023-11-16,7205.02,15.86,114271.62,B,ต้องตรวจซ้ำ
HRV-000286,FRM-0174,CRP-015,WH-007,2025-10-05,17721.88,8.17,144787.76,B,ต้องตรวจซ้ำ
HRV-000287,FRM-0185,CRP-013,WH-002,2024-04-20,1816.23,9.83,17853.54,C,คุณภาพดี
HRV-000288,FRM-0067,CRP-003,WH-008,2022-11-20,10097.62,20.35,205486.57,A,ผ่านการตรวจสอบ
HRV-000289,FRM-0108,CRP-009,WH-003,2021-07-12,7071.07,28.93,204566.06,A,คุณภาพปานกลาง
HRV-000290,FRM-0017,CRP-013,WH-009,2021-05-14,1088.96,6.59,7176.25,A,คุณภาพดี
HRV-000291,FRM-0133,CRP-006,WH-003,2023-01-25,4400.8,58.02,255334.42,C,คุณภาพปานกลาง
HRV-000292,FRM-0054,CRP-012,WH-002,2021-02-26,23942.51,1.42,33998.36,A,คุณภาพปานกลาง
HRV-000293,FRM-0053,CRP-014,WH-014,2025-11-17,705.97,97.8,69043.87,A,ผ่านการตรวจสอบ
HRV-000294,FRM-0081,CRP-012,WH-002,2023-02-25,26283.04,1.37,36007.76,A,ต้องตรวจซ้ำ
HRV-000295,FRM-0187,CRP-006,WH-013,2022-02-28,1089.26,79.09,86149.57,A,ผ่านการตรวจสอบ
HRV-000296,FRM-0243,CRP-006,WH-013,2023-09-06,517.65,61.17,31664.65,B,ผ่านการตรวจสอบ
HRV-000297,FRM-0126,CRP-003,WH-007,2025-01-26,4949.55,20.41,101020.32,B,คุณภาพดี
HRV-000298,FRM-0265,CRP-013,WH-013,2023-03-15,1335.56,5.07,6771.29,B,ผ่านการตรวจสอบ
HRV-000299,FRM-0044,CRP-006,WH-013,2023-07-25,905.19,51.84,46925.05,A,ต้องตรวจซ้ำ
HRV-000300,FRM-0078,CRP-015,WH-015,2025-07-21,19610.92,8.4,164731.73,B,ผ่านการตรวจสอบ
HRV-000301,FRM-0215,CRP-007,WH-001,2025-05-24,3739.22,6.73,25164.95,A,คุณภาพปานกลาง
HRV-000302,FRM-0076,CRP-012,WH-013,2024-02-21,11846.41,1.27,15044.94,B,ต้องตรวจซ้ำ
HRV-000303,FRM-0227,CRP-012,WH-001,2023-02-25,11470.2,1.15,13190.73,B,ผ่านการตรวจสอบ
HRV-000304,FRM-0200,CRP-012,WH-009,2022-03-18,15628.54,1.05,16409.97,A,คุณภาพปานกลาง
HRV-000305,FRM-0175,CRP-013,WH-005,2022-03-01,7144.49,8.78,62728.62,A,ผ่านการตรวจสอบ
HRV-000306,FRM-0217,CRP-009,WH-009,2021-09-02,6764.35,26.49,179187.63,A,ผ่านการตรวจสอบ
HRV-000307,FRM-0025,CRP-013,WH-006,2021-06-10,4665.0,5.04,23511.6,A,ต้องตรวจซ้ำ
HRV-000308,FRM-0298,CRP-010,WH-014,2025-05-12,2533.77,160.03,405479.21,C,คุณภาพปานกลาง
HRV-000309,FRM-0072,CRP-012,WH-010,2024-03-24,13886.4,1.16,16108.22,A,ผ่านการตรวจสอบ
HRV-000310,FRM-0233,CRP-002,WH-007,2022-01-27,8535.03,8.46,72206.35,A,คุณภาพดี
HRV-000311,FRM-0110,CRP-008,WH-009,2021-05-22,4304.79,63.53,273483.31,B,ผ่านการตรวจสอบ
HRV-000312,FRM-0300,CRP-008,WH-007,2024-05-23,7462.08,59.58,444590.73,A,ผ่านการตรวจสอบ
HRV-000313,FRM-0259,CRP-003,WH-009,2024-01-05,19376.62,18.11,350910.59,A,ต้องตรวจซ้ำ
HRV-000314,FRM-0109,CRP-008,WH-015,2024-04-24,1423.35,62.36,88760.11,A,คุณภาพปานกลาง
HRV-000315,FRM-0210,CRP-002,WH-002,2021-12-19,6147.02,10.61,65219.88,A,ผ่านการตรวจสอบ
HRV-000316,FRM-0192,CRP-005,WH-010,2023-05-01,23944.91,2.71,64890.71,B,ผ่านการตรวจสอบ
HRV-000317,FRM-0157,CRP-015,WH-002,2023-08-06,16472.94,7.47,123052.86,B,ผ่านการตรวจสอบ
HRV-000318,FRM-0035,CRP-014,WH-015,2021-02-16,2950.68,93.95,277216.39,A,คุณภาพดี
HRV-000319,FRM-0244,CRP-014,WH-013,2025-12-25,864.91,98.19,84925.51,B,ต้องตรวจซ้ำ
HRV-000320,FRM-0230,CRP-003,WH-007,2023-10-26,12683.02,18.99,240850.55,A,คุณภาพดี
HRV-000321,FRM-0174,CRP-009,WH-014,2021-09-15,5940.12,36.15,214735.34,A,ต้องตรวจซ้ำ
HRV-000322,FRM-0013,CRP-010,WH-010,2023-04-21,4562.95,103.09,470394.52,B,คุณภาพปานกลาง
HRV-000323,FRM-0028,CRP-010,WH-002,2025-05-25,3911.52,187.62,733879.38,C,คุณภาพปานกลาง
HRV-000324,FRM-0093,CRP-001,WH-010,2023-02-08,16678.97,12.19,203316.64,B,ผ่านการตรวจสอบ
HRV-000325,FRM-0274,CRP-010,WH-001,2023-07-19,550.87,183.44,101051.59,A,คุณภาพดี
HRV-000326,FRM-0093,CRP-007,WH-002,2021-09-11,1971.85,4.27,8419.8,B,ผ่านการตรวจสอบ
HRV-000327,FRM-0147,CRP-003,WH-007,2022-12-25,2247.76,16.45,36975.65,C,ผ่านการตรวจสอบ
HRV-000328,FRM-0031,CRP-010,WH-002,2023-05-01,5763.74,115.76,667210.54,A,ผ่านการตรวจสอบ
HRV-000329,FRM-0212,CRP-015,WH-001,2023-09-13,18860.76,8.7,164088.61,A,ผ่านการตรวจสอบ
HRV-000330,FRM-0122,CRP-008,WH-006,2025-06-13,7604.99,50.77,386105.34,B,คุณภาพปานกลาง
HRV-000331,FRM-0209,CRP-002,WH-001,2024-10-14,12854.06,12.57,161575.53,A,คุณภาพปานกลาง
HRV-000332,FRM-0052,CRP-004,WH-008,2025-08-26,2948.64,9.27,27333.89,A,ต้องตรวจซ้ำ
HRV-000333,FRM-0257,CRP-004,WH-009,2022-05-18,19713.52,10.13,199697.96,B,คุณภาพปานกลาง
HRV-000334,FRM-0232,CRP-001,WH-003,2021-04-27,12604.23,11.27,142049.67,A,ผ่านการตรวจสอบ
HRV-000335,FRM-0247,CRP-005,WH-014,2025-04-27,20719.94,4.0,82879.76,C,ผ่านการตรวจสอบ
HRV-000336,FRM-0300,CRP-014,WH-002,2025-01-02,974.8,92.05,89730.34,A,ผ่านการตรวจสอบ
HRV-000337,FRM-0203,CRP-012,WH-007,2021-12-24,28711.0,1.14,32730.54,A,คุณภาพปานกลาง
HRV-000338,FRM-0259,CRP-013,WH-008,2023-05-21,2238.61,10.27,22990.52,A,ผ่านการตรวจสอบ
HRV-000339,FRM-0165,CRP-006,WH-003,2022-08-20,1709.44,77.42,132344.84,C,ผ่านการตรวจสอบ
HRV-000340,FRM-0244,CRP-001,WH-008,2021-02-14,11337.92,11.48,130159.32,B,คุณภาพปานกลาง
HRV-000341,FRM-0042,CRP-013,WH-008,2021-07-01,7162.06,10.71,76705.66,C,ผ่านการตรวจสอบ
HRV-000342,FRM-0181,CRP-014,WH-012,2024-01-13,1050.5,106.08,111437.04,A,ผ่านการตรวจสอบ
HRV-000343,FRM-0237,CRP-006,WH-005,2022-08-01,1185.45,50.59,59971.92,C,ต้องตรวจซ้ำ
HRV-000344,FRM-0184,CRP-004,WH-004,2021-07-21,6411.98,9.87,63286.24,B,ผ่านการตรวจสอบ
HRV-000345,FRM-0019,CRP-005,WH-011,2024-06-07,1206.93,3.98,4803.58,B,ผ่านการตรวจสอบ
HRV-000346,FRM-0143,CRP-010,WH-010,2025-07-06,4503.92,159.18,716933.99,C,ต้องตรวจซ้ำ
HRV-000347,FRM-0290,CRP-003,WH-010,2021-11-24,1768.46,16.08,28436.84,A,คุณภาพปานกลาง
HRV-000348,FRM-0141,CRP-004,WH-009,2021-08-22,10892.36,8.01,87247.8,B,ผ่านการตรวจสอบ
HRV-000349,FRM-0219,CRP-011,WH-002,2021-07-14,6785.86,60.34,409458.79,C,คุณภาพปานกลาง
HRV-000350,FRM-0239,CRP-008,WH-001,2023-06-25,539.02,68.85,37111.53,A,คุณภาพดี
HRV-000351,FRM-0273,CRP-008,WH-010,2023-04-13,1717.94,43.27,74335.26,A,ต้องตรวจซ้ำ
HRV-000352,FRM-0116,CRP-012,WH-002,2024-11-08,11450.09,1.16,13282.1,C,ต้องตรวจซ้ำ
HRV-000353,FRM-0050,CRP-001,WH-015,2024-04-26,968.46,11.99,11611.84,A,ผ่านการตรวจสอบ
HRV-000354,FRM-0127,CRP-002,WH-009,2024-11-11,16734.09,12.11,202649.83,A,ผ่านการตรวจสอบ
HRV-000355,FRM-0225,CRP-013,WH-015,2021-06-19,1173.65,11.82,13872.54,A,คุณภาพดี
HRV-000356,FRM-0161,CRP-015,WH-005,2021-08-02,18422.76,7.33,135038.83,B,ต้องตรวจซ้ำ
HRV-000357,FRM-0222,CRP-002,WH-007,2021-10-18,1517.96,12.25,18595.01,A,คุณภาพปานกลาง
HRV-000358,FRM-0211,CRP-004,WH-013,2025-08-20,706.83,8.54,6036.33,B,คุณภาพปานกลาง
HRV-000359,FRM-0052,CRP-006,WH-002,2021-08-17,1708.15,55.77,95263.53,A,คุณภาพปานกลาง
HRV-000360,FRM-0035,CRP-010,WH-008,2022-05-21,4169.4,122.65,511376.91,C,คุณภาพปานกลาง
HRV-000361,FRM-0228,CRP-003,WH-010,2022-11-26,1359.38,15.02,20417.89,B,คุณภาพปานกลาง
HRV-000362,FRM-0184,CRP-005,WH-010,2025-06-25,5223.12,3.2,16713.98,A,ผ่านการตรวจสอบ
HRV-000363,FRM-0189,CRP-001,WH-009,2025-05-22,13726.86,8.29,113795.67,B,ผ่านการตรวจสอบ
HRV-000364,FRM-0217,CRP-006,WH-006,2022-04-21,4551.65,73.56,334819.37,A,ต้องตรวจซ้ำ
HRV-000365,FRM-0244,CRP-012,WH-006,2024-03-23,17894.98,1.29,23084.52,B,ผ่านการตรวจสอบ
HRV-000366,FRM-0215,CRP-006,WH-008,2022-02-15,4392.92,77.32,339660.57,A,ผ่านการตรวจสอบ
HRV-000367,FRM-0115,CRP-012,WH-013,2022-02-20,12230.65,1.24,15166.01,A,ต้องตรวจซ้ำ
HRV-000368,FRM-0193,CRP-004,WH-002,2024-04-27,19802.62,8.45,167332.14,A,ผ่านการตรวจสอบ
HRV-000369,FRM-0285,CRP-002,WH-013,2022-12-15,4290.87,10.93,46899.21,A,ผ่านการตรวจสอบ
HRV-000370,FRM-0016,CRP-004,WH-003,2022-05-06,4769.43,8.05,38393.91,A,คุณภาพปานกลาง
HRV-000371,FRM-0126,CRP-003,WH-001,2022-10-06,16936.19,21.29,360571.49,C,ผ่านการตรวจสอบ
HRV-000372,FRM-0195,CRP-011,WH-013,2021-07-07,2579.56,52.01,134162.92,A,ต้องตรวจซ้ำ
HRV-000373,FRM-0088,CRP-009,WH-015,2025-08-23,709.94,23.61,16761.68,A,ผ่านการตรวจสอบ
HRV-000374,FRM-0099,CRP-009,WH-011,2024-09-12,2680.02,30.74,82383.81,A,ผ่านการตรวจสอบ
HRV-000375,FRM-0097,CRP-014,WH-011,2025-01-26,913.12,74.83,68328.77,A,ผ่านการตรวจสอบ
HRV-000376,FRM-0261,CRP-010,WH-011,2024-05-24,834.98,136.48,113958.07,B,ผ่านการตรวจสอบ
HRV-000377,FRM-0086,CRP-009,WH-008,2024-09-25,4171.44,32.46,135404.94,A,ผ่านการตรวจสอบ
HRV-000378,FRM-0192,CRP-009,WH-011,2024-09-16,3895.31,34.53,134505.05,B,ต้องตรวจซ้ำ
HRV-000379,FRM-0019,CRP-004,WH-005,2022-04-15,17331.78,8.58,148706.67,B,คุณภาพดี
HRV-000380,FRM-0293,CRP-003,WH-005,2023-12-18,2152.8,20.01,43077.53,B,คุณภาพปานกลาง
HRV-000381,FRM-0181,CRP-004,WH-008,2025-03-15,10489.11,8.35,87584.07,B,คุณภาพดี
HRV-000382,FRM-0210,CRP-006,WH-004,2024-06-09,1973.62,55.39,109318.81,A,ต้องตรวจซ้ำ
HRV-000383,FRM-0039,CRP-006,WH-002,2021-05-27,2558.65,66.4,169894.36,A,ผ่านการตรวจสอบ
HRV-000384,FRM-0051,CRP-002,WH-011,2021-12-02,11147.51,9.67,107796.42,A,ผ่านการตรวจสอบ
HRV-000385,FRM-0155,CRP-012,WH-014,2023-12-23,30993.63,1.07,33163.18,C,ต้องตรวจซ้ำ
HRV-000386,FRM-0279,CRP-015,WH-013,2023-07-25,6339.75,8.47,53697.68,B,คุณภาพดี
HRV-000387,FRM-0297,CRP-013,WH-003,2021-06-21,4198.65,10.33,43372.05,B,ผ่านการตรวจสอบ
HRV-000388,FRM-0117,CRP-012,WH-013,2022-02-08,26759.62,1.39,37195.87,B,ต้องตรวจซ้ำ
HRV-000389,FRM-0237,CRP-006,WH-012,2021-06-28,1020.45,73.1,74594.9,B,ผ่านการตรวจสอบ
HRV-000390,FRM-0225,CRP-008,WH-005,2025-04-12,1283.81,74.95,96221.56,C,ผ่านการตรวจสอบ
HRV-000391,FRM-0256,CRP-013,WH-007,2023-05-08,3469.35,9.8,33999.63,C,คุณภาพปานกลาง
HRV-000392,FRM-0154,CRP-006,WH-003,2025-01-19,3948.25,77.66,306621.09,A,คุณภาพปานกลาง
HRV-000393,FRM-0294,CRP-014,WH-007,2024-02-07,4753.72,63.82,303382.41,A,คุณภาพดี
HRV-000394,FRM-0056,CRP-006,WH-002,2025-08-21,4484.24,52.8,236767.87,C,คุณภาพปานกลาง
HRV-000395,FRM-0091,CRP-001,WH-007,2025-04-01,4140.5,8.35,34573.17,A,ผ่านการตรวจสอบ
HRV-000396,FRM-0120,CRP-005,WH-003,2025-02-15,2666.14,3.28,8744.94,A,คุณภาพดี
HRV-000397,FRM-0201,CRP-003,WH-007,2021-11-18,8659.06,19.95,172748.25,A,ผ่านการตรวจสอบ
HRV-000398,FRM-0106,CRP-005,WH-010,2024-05-06,18507.57,3.91,72364.6,A,คุณภาพปานกลาง
HRV-000399,FRM-0235,CRP-005,WH-010,2022-02-05,13926.22,3.74,52084.06,A,คุณภาพปานกลาง
HRV-000400,FRM-0169,CRP-015,WH-002,2025-10-15,9522.56,6.12,58278.07,A,ต้องตรวจซ้ำ
HRV-000401,FRM-0234,CRP-006,WH-007,2023-07-20,4134.81,75.5,312178.16,A,ผ่านการตรวจสอบ
HRV-000402,FRM-0222,CRP-008,WH-012,2024-06-06,5648.47,43.82,247515.96,A,ผ่านการตรวจสอบ
HRV-000403,FRM-0081,CRP-005,WH-012,2025-04-22,27572.59,3.55,97882.69,A,คุณภาพดี
HRV-000404,FRM-0211,CRP-013,WH-013,2025-03-12,796.96,5.74,4574.55,A,คุณภาพดี
HRV-000405,FRM-0231,CRP-003,WH-011,2023-11-17,1370.39,14.21,19473.24,C,ต้องตรวจซ้ำ
HRV-000406,FRM-0237,CRP-007,WH-001,2023-12-13,4293.29,5.19,22282.18,A,ผ่านการตรวจสอบ
HRV-000407,FRM-0070,CRP-006,WH-004,2024-08-15,434.36,66.45,28863.22,C,คุณภาพดี
HRV-000408,FRM-0072,CRP-008,WH-003,2023-04-06,6740.27,64.28,433264.56,A,ผ่านการตรวจสอบ
HRV-000409,FRM-0274,CRP-012,WH-005,2024-12-03,34226.82,1.01,34569.09,A,คุณภาพดี
HRV-000410,FRM-0184,CRP-003,WH-001,2022-10-22,10879.83,17.54,190832.22,C,คุณภาพปานกลาง
HRV-000411,FRM-0053,CRP-007,WH-007,2023-08-02,3031.21,4.15,12579.52,A,ผ่านการตรวจสอบ
HRV-000412,FRM-0192,CRP-015,WH-001,2022-08-03,812.75,6.08,4941.52,A,ผ่านการตรวจสอบ
